Metro,Dimension Type,Month,Dimension,Measure,Value,YoY
Boston,Quick Facts,2017-09,Labor Force Size,Labor Force Size,2689142,0.022
Boston,Quick Facts,2017-09,Total Employment,Total Employment,2601340,0.02
Boston,Quick Facts,2017-09,Unemployment Rate,Unemployment Rate,0.033,0.002
Washington DC,Quick Facts,2017-11,Metro Median Pay,Metro Median Pay,58548,0.009
Washington DC,Quick Facts,2017-11,U.S. Median Pay,U.S. Median Pay,51059,0.012
Washington DC,Quick Facts,2017-11,Job Openings,Job Openings,164982,0.018
Washington DC,Quick Facts,2017-09,Labor Force Size,Labor Force Size,3402900,0.026
Washington DC,Quick Facts,2017-09,Total Employment,Total Employment,3280562,0.029
Washington DC,Quick Facts,2017-09,Unemployment Rate,Unemployment Rate,0.036,-0.003
National,Job Title,2017-11,Software Engineer,Median Base Pay,85618,0.017
National,Job Title,2017-11,Programmer Analyst,Median Base Pay,65348,-0.016
National,Job Title,2017-11,Consultant,Median Base Pay,74497,-0.003
National,Job Title,2017-11,Project Manager,Median Base Pay,72465,0.004
National,Job Title,2017-11,Store Manager,Median Base Pay,48388,0.029
National,Job Title,2017-11,Business Analyst,Median Base Pay,63997,0.024
National,Job Title,2017-11,Cashier,Median Base Pay,27620,0.035
National,Job Title,2017-11,Financial Analyst,Median Base Pay,62162,0.018
National,Job Title,2017-11,Administrative Assistant,Median Base Pay,38611,0.006
National,Job Title,2017-11,Accountant,Median Base Pay,55386,0.01
National,Job Title,2017-11,Sales Representative,Median Base Pay,45772,0.028
National,Job Title,2017-11,Professor,Median Base Pay,86849,0.001
National,Job Title,2017-11,Registered Nurse,Median Base Pay,66930,0.018
National,Job Title,2017-11,Marketing Manager,Median Base Pay,66655,0.006
National,Job Title,2017-11,Operations Manager,Median Base Pay,65726,0.011
National,Job Title,2017-11,Product Manager,Median Base Pay,89669,0.004
National,Job Title,2017-11,Sales Manager,Median Base Pay,59468,-0.001
National,Job Title,2017-11,Teacher,Median Base Pay,45657,0.014
National,Job Title,2017-11,Bank Teller,Median Base Pay,28676,0.035
National,Job Title,2017-11,Customer Service Manager,Median Base Pay,54680,0.016
National,Job Title,2017-11,Physical Therapist,Median Base Pay,73010,-0.001
National,Job Title,2017-11,Mechanical Engineer,Median Base Pay,72652,0.009
National,Job Title,2017-11,Recruiter,Median Base Pay,49942,0.025
National,Job Title,2017-11,Design Engineer,Median Base Pay,72226,0.029
National,Job Title,2017-11,Pharmacy Technician,Median Base Pay,30213,0.024
National,Job Title,2017-11,Graphic Designer,Median Base Pay,44446,0.015
National,Job Title,2017-11,Web Developer,Median Base Pay,64015,0.016
National,Job Title,2017-11,Business Development Manager,Median Base Pay,68829,0.022
National,Job Title,2017-11,Data Scientist,Median Base Pay,93562,-0.004
National,Job Title,2017-11,Buyer,Median Base Pay,57020,0.021
National,Job Title,2017-11,Data Analyst,Median Base Pay,58167,0.005
National,Job Title,2017-11,Electrical Engineer,Median Base Pay,76287,0.007
National,Job Title,2017-11,Attorney,Median Base Pay,93019,0.004
National,Job Title,2017-11,Human Resources Manager,Median Base Pay,68029,0.013
National,Job Title,2017-11,Technician,Median Base Pay,44816,0.006
National,Job Title,2017-11,Restaurant Cook,Median Base Pay,28452,0.042
National,Job Title,2017-11,Production Manager,Median Base Pay,65994,0.001
National,Job Title,2017-11,Manufacturing Engineer,Median Base Pay,71681,0.014
National,Job Title,2017-11,Retail Key Holder,Median Base Pay,28693,0.007
National,Job Title,2017-11,Paralegal,Median Base Pay,48452,0.03
National,Job Title,2017-11,Java Developer,Median Base Pay,71379,-0.038
National,Job Title,2017-11,Warehouse Associate,Median Base Pay,42282,0.039
National,Job Title,2017-11,Property Manager,Median Base Pay,48981,0.008
National,Job Title,2017-11,Producer,Median Base Pay,52335,0.011
National,Job Title,2017-11,Quality Engineer,Median Base Pay,71359,-0.004
National,Job Title,2017-11,Operations Analyst,Median Base Pay,53541,0.005
National,Job Title,2017-11,Medical Assistant,Median Base Pay,33746,0.011
National,Job Title,2017-11,Tax Manager,Median Base Pay,93988,0.002
National,Job Title,2017-11,Technical Editor,Median Base Pay,51288,0.012
National,Job Title,2017-11,Truck Driver,Median Base Pay,52945,0.038
National,Job Title,2017-11,Insurance Agent,Median Base Pay,41636,0.041
National,Job Title,2017-11,Medical Technologist,Median Base Pay,54625,0.04
National,Job Title,2017-11,Field Engineer,Median Base Pay,70999,0.022
National,Job Title,2017-11,Machine Operator,Median Base Pay,38633,-0.011
National,Job Title,2017-11,Communications Manager,Median Base Pay,67913,0.014
National,Job Title,2017-11,Construction Laborer,Median Base Pay,39741,0.026
National,Job Title,2017-11,Emergency Medical Technician,Median Base Pay,34994,0.027
National,Job Title,2017-11,Web Designer,Median Base Pay,52448,0.037
National,Job Title,2017-11,Maintenance Worker,Median Base Pay,39544,-0.018
National,Job Title,2017-11,Barista,Median Base Pay,24563,0.038
National,Job Title,2017-11,Bartender,Median Base Pay,30822,-0.049
National,Job Title,2017-11,Civil Engineer,Median Base Pay,65977,-0.008
National,Job Title,2017-11,Claims Adjuster,Median Base Pay,51176,0.014
National,Job Title,2017-11,Certified Nursing Assistant,Median Base Pay,28493,0.016
National,Job Title,2017-11,Customer Service Representative,Median Base Pay,35916,0.027
National,Job Title,2017-11,Delivery Driver,Median Base Pay,37907,0.03
National,Job Title,2017-11,Financial Advisor,Median Base Pay,52787,0.025
National,Job Title,2017-11,Licensed Practical Nurse,Median Base Pay,41668,0.024
National,Job Title,2017-11,Loan Officer,Median Base Pay,43456,-0.037
National,Job Title,2017-11,Maintenance Technician,Median Base Pay,44135,0.013
National,Job Title,2017-11,Material Handler,Median Base Pay,35963,0.018
National,Job Title,2017-11,Network Engineer,Median Base Pay,70751,0.01
National,Job Title,2017-11,Office Manager,Median Base Pay,45006,-0.004
National,Job Title,2017-11,Pharmacist,Median Base Pay,127682,0.009
National,Job Title,2017-11,Process Engineer,Median Base Pay,76978,0.013
National,Job Title,2017-11,Program Manager,Median Base Pay,73452,-0.003
National,Job Title,2017-11,Research Assistant,Median Base Pay,30481,0.006
National,Job Title,2017-11,Restaurant Manager,Median Base Pay,49811,0.007
National,Job Title,2017-11,Security Officer,Median Base Pay,34243,0.02
National,Job Title,2017-11,Server,Median Base Pay,32553,0.019
National,Job Title,2017-11,Solutions Architect,Median Base Pay,101469,-0.001
National,Job Title,2017-11,Systems Engineer,Median Base Pay,78663,0.006
National,Job Title,2017-11,Technical Support,Median Base Pay,45424,0.031
National,Job Title,2017-11,UX Designer,Median Base Pay,75698,-0.002
Atlanta,Job Title,2017-11,Software Engineer,Median Base Pay,84484,0.018
Atlanta,Job Title,2017-11,Programmer Analyst,Median Base Pay,70220,-0.014
Atlanta,Job Title,2017-11,Consultant,Median Base Pay,86070,-0.001
Atlanta,Job Title,2017-11,Project Manager,Median Base Pay,77346,0.006
Atlanta,Job Title,2017-11,Store Manager,Median Base Pay,50518,0.031
Atlanta,Job Title,2017-11,Business Analyst,Median Base Pay,71289,0.026
Atlanta,Job Title,2017-11,Cashier,Median Base Pay,26327,0.037
Atlanta,Job Title,2017-11,Financial Analyst,Median Base Pay,64305,0.02
Atlanta,Job Title,2017-11,Administrative Assistant,Median Base Pay,40107,0.008
Atlanta,Job Title,2017-11,Accountant,Median Base Pay,56523,0.012
Atlanta,Job Title,2017-11,Sales Representative,Median Base Pay,48280,0.029
Atlanta,Job Title,2017-11,Professor,Median Base Pay,89866,0.003
Atlanta,Job Title,2017-11,Registered Nurse,Median Base Pay,65694,0.02
Atlanta,Job Title,2017-11,Marketing Manager,Median Base Pay,74634,0.008
Atlanta,Job Title,2017-11,Operations Manager,Median Base Pay,69201,0.013
Atlanta,Job Title,2017-11,Product Manager,Median Base Pay,95715,0.006
Atlanta,Job Title,2017-11,Sales Manager,Median Base Pay,63903,0.001
Atlanta,Job Title,2017-11,Teacher,Median Base Pay,47721,0.016
Atlanta,Job Title,2017-11,Bank Teller,Median Base Pay,29742,0.037
Atlanta,Job Title,2017-11,Customer Service Manager,Median Base Pay,56278,0.018
Atlanta,Job Title,2017-11,Physical Therapist,Median Base Pay,74648,0.001
Atlanta,Job Title,2017-11,Mechanical Engineer,Median Base Pay,72656,0.01
Atlanta,Job Title,2017-11,Recruiter,Median Base Pay,51681,0.027
Atlanta,Job Title,2017-11,Design Engineer,Median Base Pay,73081,0.031
Atlanta,Job Title,2017-11,Pharmacy Technician,Median Base Pay,28796,0.026
Atlanta,Job Title,2017-11,Graphic Designer,Median Base Pay,50416,0.017
Atlanta,Job Title,2017-11,Web Developer,Median Base Pay,76099,0.018
Atlanta,Job Title,2017-11,Business Development Manager,Median Base Pay,74522,0.024
Atlanta,Job Title,2017-11,Data Scientist,Median Base Pay,95226,-0.002
Atlanta,Job Title,2017-11,Buyer,Median Base Pay,58677,0.023
Atlanta,Job Title,2017-11,Data Analyst,Median Base Pay,63854,0.007
Atlanta,Job Title,2017-11,Electrical Engineer,Median Base Pay,75698,0.009
Atlanta,Job Title,2017-11,Attorney,Median Base Pay,101158,0.006
Atlanta,Job Title,2017-11,Human Resources Manager,Median Base Pay,75044,0.015
Atlanta,Job Title,2017-11,Technician,Median Base Pay,44854,0.008
Atlanta,Job Title,2017-11,Restaurant Cook,Median Base Pay,26620,0.044
Atlanta,Job Title,2017-11,Production Manager,Median Base Pay,67514,0.002
Atlanta,Job Title,2017-11,Manufacturing Engineer,Median Base Pay,72587,0.016
Atlanta,Job Title,2017-11,Retail Key Holder,Median Base Pay,29248,0.009
Atlanta,Job Title,2017-11,Paralegal,Median Base Pay,53312,0.032
Atlanta,Job Title,2017-11,Java Developer,Median Base Pay,73988,-0.036
Atlanta,Job Title,2017-11,Warehouse Associate,Median Base Pay,40573,0.041
Atlanta,Job Title,2017-11,Property Manager,Median Base Pay,52274,0.01
Atlanta,Job Title,2017-11,Producer,Median Base Pay,61315,0.013
Atlanta,Job Title,2017-11,Quality Engineer,Median Base Pay,69851,-0.002
Atlanta,Job Title,2017-11,Operations Analyst,Median Base Pay,56017,0.007
Atlanta,Job Title,2017-11,Medical Assistant,Median Base Pay,34845,0.013
Atlanta,Job Title,2017-11,Tax Manager,Median Base Pay,99613,0.004
Atlanta,Job Title,2017-11,Technical Editor,Median Base Pay,53061,0.014
Atlanta,Job Title,2017-11,Truck Driver,Median Base Pay,51223,0.04
Atlanta,Job Title,2017-11,Insurance Agent,Median Base Pay,38985,0.043
Atlanta,Job Title,2017-11,Medical Technologist,Median Base Pay,57414,0.042
Atlanta,Job Title,2017-11,Field Engineer,Median Base Pay,67660,0.023
Atlanta,Job Title,2017-11,Machine Operator,Median Base Pay,36986,-0.009
Atlanta,Job Title,2017-11,Communications Manager,Median Base Pay,72567,0.015
Atlanta,Job Title,2017-11,Construction Laborer,Median Base Pay,35469,0.028
Atlanta,Job Title,2017-11,Emergency Medical Technician,Median Base Pay,36889,0.029
Atlanta,Job Title,2017-11,Web Designer,Median Base Pay,59754,0.039
Atlanta,Job Title,2017-11,Maintenance Worker,Median Base Pay,37738,-0.016
Atlanta,Job Title,2017-11,Barista,Median Base Pay,22766,0.04
Atlanta,Job Title,2017-11,Bartender,Median Base Pay,32001,-0.047
Atlanta,Job Title,2017-11,Civil Engineer,Median Base Pay,65915,-0.006
Atlanta,Job Title,2017-11,Claims Adjuster,Median Base Pay,49475,0.016
Atlanta,Job Title,2017-11,Certified Nursing Assistant,Median Base Pay,26227,0.018
Atlanta,Job Title,2017-11,Customer Service Representative,Median Base Pay,36937,0.029
Atlanta,Job Title,2017-11,Delivery Driver,Median Base Pay,36326,0.032
Atlanta,Job Title,2017-11,Financial Advisor,Median Base Pay,49227,0.027
Atlanta,Job Title,2017-11,Licensed Practical Nurse,Median Base Pay,43109,0.026
Atlanta,Job Title,2017-11,Loan Officer,Median Base Pay,40973,-0.035
Atlanta,Job Title,2017-11,Maintenance Technician,Median Base Pay,46203,0.015
Atlanta,Job Title,2017-11,Material Handler,Median Base Pay,34905,0.02
Atlanta,Job Title,2017-11,Network Engineer,Median Base Pay,75407,0.012
Atlanta,Job Title,2017-11,Office Manager,Median Base Pay,46757,-0.002
Atlanta,Job Title,2017-11,Pharmacist,Median Base Pay,119031,0.011
Atlanta,Job Title,2017-11,Process Engineer,Median Base Pay,78033,0.015
Atlanta,Job Title,2017-11,Program Manager,Median Base Pay,80251,-0.001
Atlanta,Job Title,2017-11,Research Assistant,Median Base Pay,31109,0.008
Atlanta,Job Title,2017-11,Restaurant Manager,Median Base Pay,51967,0.008
Atlanta,Job Title,2017-11,Security Officer,Median Base Pay,32168,0.022
Atlanta,Job Title,2017-11,Server,Median Base Pay,31442,0.021
Atlanta,Job Title,2017-11,Solutions Architect,Median Base Pay,112778,0.001
Atlanta,Job Title,2017-11,Systems Engineer,Median Base Pay,78377,0.008
Atlanta,Job Title,2017-11,Technical Support,Median Base Pay,43919,0.033
Atlanta,Job Title,2017-11,UX Designer,Median Base Pay,82616,0
New York City,Job Title,2017-11,Software Engineer,Median Base Pay,103586,0.016
New York City,Job Title,2017-11,Programmer Analyst,Median Base Pay,77203,-0.016
New York City,Job Title,2017-11,Consultant,Median Base Pay,91970,-0.004
New York City,Job Title,2017-11,Project Manager,Median Base Pay,84705,0.003
New York City,Job Title,2017-11,Store Manager,Median Base Pay,58127,0.029
New York City,Job Title,2017-11,Business Analyst,Median Base Pay,79717,0.023
New York City,Job Title,2017-11,Cashier,Median Base Pay,28897,0.034
New York City,Job Title,2017-11,Financial Analyst,Median Base Pay,75528,0.017
New York City,Job Title,2017-11,Administrative Assistant,Median Base Pay,47763,0.005
New York City,Job Title,2017-11,Accountant,Median Base Pay,62661,0.009
New York City,Job Title,2017-11,Sales Representative,Median Base Pay,53592,0.027
New York City,Job Title,2017-11,Professor,Median Base Pay,111902,0.001
New York City,Job Title,2017-11,Registered Nurse,Median Base Pay,85676,0.017
New York City,Job Title,2017-11,Marketing Manager,Median Base Pay,83107,0.006
New York City,Job Title,2017-11,Operations Manager,Median Base Pay,76015,0.011
New York City,Job Title,2017-11,Product Manager,Median Base Pay,105643,0.004
New York City,Job Title,2017-11,Sales Manager,Median Base Pay,73578,-0.002
New York City,Job Title,2017-11,Teacher,Median Base Pay,62390,0.013
New York City,Job Title,2017-11,Bank Teller,Median Base Pay,31843,0.035
New York City,Job Title,2017-11,Customer Service Manager,Median Base Pay,62060,0.016
New York City,Job Title,2017-11,Physical Therapist,Median Base Pay,78549,-0.001
New York City,Job Title,2017-11,Mechanical Engineer,Median Base Pay,73198,0.008
New York City,Job Title,2017-11,Recruiter,Median Base Pay,60369,0.024
New York City,Job Title,2017-11,Design Engineer,Median Base Pay,80054,0.029
New York City,Job Title,2017-11,Pharmacy Technician,Median Base Pay,29689,0.024
New York City,Job Title,2017-11,Graphic Designer,Median Base Pay,57549,0.015
New York City,Job Title,2017-11,Web Developer,Median Base Pay,83629,0.015
New York City,Job Title,2017-11,Business Development Manager,Median Base Pay,82225,0.021
New York City,Job Title,2017-11,Data Scientist,Median Base Pay,110997,-0.005
New York City,Job Title,2017-11,Buyer,Median Base Pay,71421,0.02
New York City,Job Title,2017-11,Data Analyst,Median Base Pay,69715,0.005
New York City,Job Title,2017-11,Electrical Engineer,Median Base Pay,77257,0.006
New York City,Job Title,2017-11,Attorney,Median Base Pay,122367,0.003
New York City,Job Title,2017-11,Human Resources Manager,Median Base Pay,85981,0.012
New York City,Job Title,2017-11,Technician,Median Base Pay,50617,0.005
New York City,Job Title,2017-11,Restaurant Cook,Median Base Pay,31239,0.042
New York City,Job Title,2017-11,Production Manager,Median Base Pay,76334,0
New York City,Job Title,2017-11,Manufacturing Engineer,Median Base Pay,73748,0.014
New York City,Job Title,2017-11,Retail Key Holder,Median Base Pay,33199,0.006
New York City,Job Title,2017-11,Paralegal,Median Base Pay,56351,0.029
New York City,Job Title,2017-11,Java Developer,Median Base Pay,79634,-0.038
New York City,Job Title,2017-11,Warehouse Associate,Median Base Pay,38755,0.038
New York City,Job Title,2017-11,Property Manager,Median Base Pay,63918,0.007
New York City,Job Title,2017-11,Producer,Median Base Pay,77722,0.01
New York City,Job Title,2017-11,Quality Engineer,Median Base Pay,76067,-0.005
New York City,Job Title,2017-11,Operations Analyst,Median Base Pay,70243,0.004
New York City,Job Title,2017-11,Medical Assistant,Median Base Pay,38349,0.01
New York City,Job Title,2017-11,Tax Manager,Median Base Pay,119278,0.002
New York City,Job Title,2017-11,Technical Editor,Median Base Pay,60361,0.011
New York City,Job Title,2017-11,Truck Driver,Median Base Pay,55311,0.037
New York City,Job Title,2017-11,Insurance Agent,Median Base Pay,42103,0.041
New York City,Job Title,2017-11,Medical Technologist,Median Base Pay,62516,0.039
New York City,Job Title,2017-11,Field Engineer,Median Base Pay,76621,0.021
New York City,Job Title,2017-11,Machine Operator,Median Base Pay,38590,-0.012
New York City,Job Title,2017-11,Communications Manager,Median Base Pay,82964,0.013
New York City,Job Title,2017-11,Construction Laborer,Median Base Pay,45906,0.026
New York City,Job Title,2017-11,Emergency Medical Technician,Median Base Pay,38232,0.027
New York City,Job Title,2017-11,Web Designer,Median Base Pay,66968,0.037
New York City,Job Title,2017-11,Maintenance Worker,Median Base Pay,38937,-0.018
New York City,Job Title,2017-11,Barista,Median Base Pay,27209,0.038
New York City,Job Title,2017-11,Bartender,Median Base Pay,34171,-0.049
New York City,Job Title,2017-11,Civil Engineer,Median Base Pay,75150,-0.009
New York City,Job Title,2017-11,Claims Adjuster,Median Base Pay,56979,0.013
New York City,Job Title,2017-11,Certified Nursing Assistant,Median Base Pay,35890,0.015
New York City,Job Title,2017-11,Customer Service Representative,Median Base Pay,41816,0.027
New York City,Job Title,2017-11,Delivery Driver,Median Base Pay,39017,0.029
New York City,Job Title,2017-11,Financial Advisor,Median Base Pay,57142,0.024
New York City,Job Title,2017-11,Licensed Practical Nurse,Median Base Pay,52538,0.023
New York City,Job Title,2017-11,Loan Officer,Median Base Pay,47263,-0.037
New York City,Job Title,2017-11,Maintenance Technician,Median Base Pay,46178,0.012
New York City,Job Title,2017-11,Material Handler,Median Base Pay,39044,0.018
New York City,Job Title,2017-11,Network Engineer,Median Base Pay,83359,0.009
New York City,Job Title,2017-11,Office Manager,Median Base Pay,55718,-0.004
New York City,Job Title,2017-11,Pharmacist,Median Base Pay,123117,0.009
New York City,Job Title,2017-11,Process Engineer,Median Base Pay,80925,0.012
